"genus","species","native.exotic","latbi"
"Phellodendron","japonicum","exotic","phellodendron_japonicum"
"Phellodendron","lavallei","exotic","phellodendron_lavallei"
"Phellodendron","sachalinense","exotic","phellodendron_sachalinense"
"Phemeranthus","aurantiacus","native","phemeranthus_aurantiacus"
"Phemeranthus","brevicaulis","native","phemeranthus_brevicaulis"
"Phemeranthus","brevifolius","native","phemeranthus_brevifolius"
"Phemeranthus","calcaricus","native","phemeranthus_calcaricus"
"Phemeranthus","calycinus","native","phemeranthus_calycinus"
"Phemeranthus","confertiflorus","native","phemeranthus_confertiflorus"
"Phemeranthus","humilis","native","phemeranthus_humilis"
"Phemeranthus","longipes","native","phemeranthus_longipes"
"Phemeranthus","marginatus","native","phemeranthus_marginatus"
"Phemeranthus","mengesii","native","phemeranthus_mengesii"
"Phemeranthus","parviflorus","native","phemeranthus_parviflorus"
"Phemeranthus","rugospermus","native","phemeranthus_rugospermus"
"Phemeranthus","sediformis","native","phemeranthus_sediformis"
"Phemeranthus","spinescens","native","phemeranthus_spinescens"
"Phemeranthus","teretifolius","native","phemeranthus_teretifolius"
"Phemeranthus","thompsonii","native","phemeranthus_thompsonii"
"Phemeranthus","validulus","native","phemeranthus_validulus"
"Phenax","sonneratii",NA,"phenax_sonneratii"
"Phialanthus","grandifolius",NA,"phialanthus_grandifolius"
"Phialanthus","myrtilloides",NA,"phialanthus_myrtilloides"
"Philadelphus","argenteus","native","philadelphus_argenteus"
"Philadelphus","argyrocalyx","native","philadelphus_argyrocalyx"
"Philadelphus","californicus","native","philadelphus_californicus"
"Philadelphus","caucasicus",NA,"philadelphus_caucasicus"
"Philadelphus","confusus","native","philadelphus_confusus"
"Philadelphus","cordifolius","exotic","philadelphus_cordifolius"
"Philadelphus","coronarius","exotic","philadelphus_coronarius"
"Philadelphus","crinitus","native","philadelphus_crinitus"
"Philadelphus","ernestii","native","philadelphus_ernestii"
"Philadelphus","floridus","native","philadelphus_floridus"
"Philadelphus","gattingeri","native","philadelphus_gattingeri"
"Philadelphus","hirsutus","native","philadelphus_hirsutus"
"Philadelphus","hitchcockianus","native","philadelphus_hitchcockianus"
"Philadelphus","inodorus","native","philadelphus_inodorus"
"Philadelphus","insignis","native","philadelphus_insignis"
"Philadelphus","kansuensis",NA,"philadelphus_kansuensis"
"Philadelphus","karwinskianus",NA,"philadelphus_karwinskianus"
"Philadelphus","lewisii","native","philadelphus_lewisii"
"Philadelphus","maculatus","native","philadelphus_maculatus"
"Philadelphus","madrensis","native","philadelphus_madrensis"
"Philadelphus","mearnsii","native","philadelphus_mearnsii"
"Philadelphus","microphyllus","native","philadelphus_microphyllus"
"Philadelphus","oreganus","native","philadelphus_oreganus"
"Philadelphus","palmeri","native","philadelphus_palmeri"
"Philadelphus","pubescens","native","philadelphus_pubescens"
"Philadelphus","pumilus","native","philadelphus_pumilus"
"Philadelphus","satsumanus",NA,"philadelphus_satsumanus"
"Philadelphus","schrenkii",NA,"philadelphus_schrenkii"
"Philadelphus","serpyllifolius","native","philadelphus_serpyllifolius"
"Philadelphus","sharpianus","native","philadelphus_sharpianus"
"Philadelphus","tenuifolius",NA,"philadelphus_tenuifolius"
"Philadelphus","texensis","native","philadelphus_texensis"
"Philadelphus","tomentosus","exotic","philadelphus_tomentosus"
"Philadelphus","trichothecus","native","philadelphus_trichothecus"
"Philadelphus","virginalis",NA,"philadelphus_virginalis"
"Philadelphus","wootonii","native","philadelphus_wootonii"
"Philadelphus","zelleri","native","philadelphus_zelleri"
"Philodendron","bipinnatifidum",NA,"philodendron_bipinnatifidum"
"Philodendron","consanguineum",NA,"philodendron_consanguineum"
"Philodendron","cordatum",NA,"philodendron_cordatum"
"Philodendron","fragrantissimum",NA,"philodendron_fragrantissimum"
"Philodendron","giganteum",NA,"philodendron_giganteum"
"Philodendron","hederaceum",NA,"philodendron_hederaceum"
"Philodendron","imbe",NA,"philodendron_imbe"
"Philodendron","lingulatum",NA,"philodendron_lingulatum"
"Philodendron","marginatum",NA,"philodendron_marginatum"
"Philodendron","selloum",NA,"philodendron_selloum"
"Philodendron","speciosum",NA,"philodendron_speciosum"
"Philonotis","capillaris",NA,"philonotis_capillaris"
"Philonotis","fontana",NA,"philonotis_fontana"
"Philonotis","glaucescens",NA,"philonotis_glaucescens"
"Philonotis","gracillima",NA,"philonotis_gracillima"
"Philonotis","longiseta",NA,"philonotis_longiseta"
"Philonotis","marchica",NA,"philonotis_marchica"
"Philonotis","muehlenbergii",NA,"philonotis_muehlenbergii"
"Philonotis","sphaerocarpa",NA,"philonotis_sphaerocarpa"
"Philonotis","uncinata",NA,"philonotis_uncinata"
"Philonotis","yezoana",NA,"philonotis_yezoana"
"Philoxerus","portulacoides",NA,"philoxerus_portulacoides"
"Philydrum","lanuginosum",NA,"philydrum_lanuginosum"
"Phippsia","algida","native","phippsia_algida"
"Phippsia","concinna",NA,"phippsia_concinna"
"Phlebodium","aureum","native","phlebodium_aureum"
"Phlebodium","decumanum",NA,"phlebodium_decumanum"
"Phlebodium","pseudoaureum","native","phlebodium_pseudoaureum"
"Phleum","alpinum","native","phleum_alpinum"
"Phleum","arenarium","exotic","phleum_arenarium"
"Phleum","bertolonii",NA,"phleum_bertolonii"
"Phleum","graecum",NA,"phleum_graecum"
"Phleum","hirsutum",NA,"phleum_hirsutum"
"Phleum","paniculatum","exotic","phleum_paniculatum"
"Phleum","phleoides",NA,"phleum_phleoides"
"Phleum","pratense","exotic","phleum_pratense"
"Phleum","subulatum","exotic","phleum_subulatum"
"Phlojodicarpus","villosus",NA,"phlojodicarpus_villosus"
"Phlomis","aurea",NA,"phlomis_aurea"
"Phlomis","fruticosa","exotic","phlomis_fruticosa"
"Phlomis","tuberosa","exotic","phlomis_tuberosa"
"Phlox","aculeata","native","phlox_aculeata"
"Phlox","acuminata",NA,"phlox_acuminata"
"Phlox","adsurgens","native","phlox_adsurgens"
"Phlox","albomarginata","native","phlox_albomarginata"
"Phlox","alyssifolia","native","phlox_alyssifolia"
"Phlox","amabilis","native","phlox_amabilis"
"Phlox","amoena","native","phlox_amoena"
"Phlox","amplifolia","native","phlox_amplifolia"
"Phlox","andicola","native","phlox_andicola"
"Phlox","austromontana","native","phlox_austromontana"
"Phlox","bifida","native","phlox_bifida"
"Phlox","buckleyi","native","phlox_buckleyi"
"Phlox","caespitosa","native","phlox_caespitosa"
"Phlox","carolina","native","phlox_carolina"
"Phlox","caryophylla","native","phlox_caryophylla"
"Phlox","cluteana","native","phlox_cluteana"
"Phlox","colubrina","native","phlox_colubrina"
"Phlox","condensata","native","phlox_condensata"
"Phlox","covillei","native","phlox_covillei"
"Phlox","cuspidata","native","phlox_cuspidata"
"Phlox","diffusa","native","phlox_diffusa"
"Phlox","dispersa","native","phlox_dispersa"
"Phlox","divaricata","native","phlox_divaricata"
"Phlox","dolichantha","native","phlox_dolichantha"
"Phlox","drummondii","native","phlox_drummondii"
"Phlox","floridana","native","phlox_floridana"
"Phlox","glaberrima","native","phlox_glaberrima"
"Phlox","glabriflora","native","phlox_glabriflora"
"Phlox","gladiformis","native","phlox_gladiformis"
"Phlox","glutinosa","native","phlox_glutinosa"
"Phlox","griseola","native","phlox_griseola"
"Phlox","hendersonii","native","phlox_hendersonii"
"Phlox","hirsuta","native","phlox_hirsuta"
"Phlox","hoodii","native","phlox_hoodii"
"Phlox","idahonis","native","phlox_idahonis"
"Phlox","jonesii","native","phlox_jonesii"
"Phlox","kelseyi","native","phlox_kelseyi"
"Phlox","latifolia","native","phlox_latifolia"
"Phlox","longifolia","native","phlox_longifolia"
"Phlox","longipilosa","native","phlox_longipilosa"
"Phlox","maculata","native","phlox_maculata"
"Phlox","mesoleuca","native","phlox_mesoleuca"
"Phlox","missoulensis","native","phlox_missoulensis"
"Phlox","mollis","native","phlox_mollis"
"Phlox","multiflora","native","phlox_multiflora"
"Phlox","nana","native","phlox_nana"
"Phlox","nivalis","native","phlox_nivalis"
"Phlox","oklahomensis","native","phlox_oklahomensis"
"Phlox","opalensis","native","phlox_opalensis"
"Phlox","paniculata","native","phlox_paniculata"
"Phlox","peckii","native","phlox_peckii"
"Phlox","pilosa","native","phlox_pilosa"
"Phlox","procumbens","exotic","phlox_procumbens"
"Phlox","pulchra","native","phlox_pulchra"
"Phlox","pulvinata","native","phlox_pulvinata"
"Phlox","pungens","native","phlox_pungens"
"Phlox","richardsonii",NA,"phlox_richardsonii"
"Phlox","rigida","native","phlox_rigida"
"Phlox","roemeriana","native","phlox_roemeriana"
"Phlox","rugelii","native","phlox_rugelii"
"Phlox","sibirica",NA,"phlox_sibirica"
"Phlox","speciosa","native","phlox_speciosa"
"Phlox","stansburyi","native","phlox_stansburyi"
"Phlox","stolonifera","native","phlox_stolonifera"
"Phlox","subulata","native","phlox_subulata"
"Phlox","tenuifolia","native","phlox_tenuifolia"
"Phlox","triovulata","native","phlox_triovulata"
"Phlox","variabilis","native","phlox_variabilis"
"Phlox","viridis","native","phlox_viridis"
"Phlox","viscida","native","phlox_viscida"
"Phlyctella","andensis",NA,"phlyctella_andensis"
"Phlyctidia","ludoviciensis",NA,"phlyctidia_ludoviciensis"
"Phlyctis","agelaea",NA,"phlyctis_agelaea"
"Phlyctis","argena",NA,"phlyctis_argena"
"Phlyctis","speirea",NA,"phlyctis_speirea"
"Phlyctis","willeyi",NA,"phlyctis_willeyi"
"Phoebanthus","grandiflorus","native","phoebanthus_grandiflorus"
"Phoebanthus","tenuifolius","native","phoebanthus_tenuifolius"
"Phoenicaulis","cheiranthoides","native","phoenicaulis_cheiranthoides"
"Phoenix","canariensis","exotic","phoenix_canariensis"
"Phoenix","dactylifera","exotic","phoenix_dactylifera"
"Phoenix","loureirii",NA,"phoenix_loureirii"
"Phoenix","reclinata","exotic","phoenix_reclinata"
"Phoenix","roebelenii",NA,"phoenix_roebelenii"
"Phoenix","sylvestris",NA,"phoenix_sylvestris"
"Pholisma","arenarium","native","pholisma_arenarium"
"Pholisma","sonorae","native","pholisma_sonorae"
"Pholistoma","auritum","native","pholistoma_auritum"
"Pholistoma","membranaceum","native","pholistoma_membranaceum"
"Pholistoma","racemosum","native","pholistoma_racemosum"
"Phoradendron","anceps",NA,"phoradendron_anceps"
"Phoradendron","barahonae",NA,"phoradendron_barahonae"
"Phoradendron","bolleanum","native","phoradendron_bolleanum"
"Phoradendron","californicum","native","phoradendron_californicum"
"Phoradendron","capitellatum","native","phoradendron_capitellatum"
"Phoradendron","coryae","native","phoradendron_coryae"
"Phoradendron","densum","native","phoradendron_densum"
"Phoradendron","dichotomum",NA,"phoradendron_dichotomum"
"Phoradendron","hawksworthii","native","phoradendron_hawksworthii"
"Phoradendron","hexastichum",NA,"phoradendron_hexastichum"
"Phoradendron","juniperinum","native","phoradendron_juniperinum"
"Phoradendron","leucarpum","native","phoradendron_leucarpum"
"Phoradendron","libocedri","native","phoradendron_libocedri"
"Phoradendron","macrophyllum","native","phoradendron_macrophyllum"
"Phoradendron","mucronatum",NA,"phoradendron_mucronatum"
"Phoradendron","pauciflorum","native","phoradendron_pauciflorum"
"Phoradendron","piperoides",NA,"phoradendron_piperoides"
"Phoradendron","quadrangulare",NA,"phoradendron_quadrangulare"
"Phoradendron","racemosum",NA,"phoradendron_racemosum"
"Phoradendron","rubrum","native","phoradendron_rubrum"
"Phoradendron","tetrapterum",NA,"phoradendron_tetrapterum"
"Phoradendron","tomentosum","native","phoradendron_tomentosum"
"Phoradendron","trinervium",NA,"phoradendron_trinervium"
"Phoradendron","villosum","native","phoradendron_villosum"
"Phormium","tenax",NA,"phormium_tenax"
"Photinia","davidiana","exotic","photinia_davidiana"
"Photinia","floribunda","native","photinia_floribunda"
"Photinia","fraseri",NA,"photinia_fraseri"
"Photinia","glabra","exotic","photinia_glabra"
"Photinia","melanocarpa","native","photinia_melanocarpa"
"Photinia","niitakayamensis",NA,"photinia_niitakayamensis"
"Photinia","pyrifolia","native","photinia_pyrifolia"
"Photinia","serratifolia","exotic","photinia_serratifolia"
"Photinia","villosa","exotic","photinia_villosa"
"Phragmites","australis","native","phragmites_australis"
"Phragmites","karka",NA,"phragmites_karka"
"Phryma","leptostachya","native","phryma_leptostachya"
"Phygelius","capensis",NA,"phygelius_capensis"
"Phyla","canescens","native","phyla_canescens"
"Phyla","cuneifolia","native","phyla_cuneifolia"
"Phyla","dulcus","native","phyla_dulcus"
"Phyla","fruticosa","exotic","phyla_fruticosa"
"Phyla","intermedia","native","phyla_intermedia"
"Phyla","lanceolata","native","phyla_lanceolata"
"Phyla","nodiflora","native","phyla_nodiflora"
"Phyla","stoechadifolia","native","phyla_stoechadifolia"
"Phyllanthus","abnormis","native","phyllanthus_abnormis"
"Phyllanthus","acidus","exotic","phyllanthus_acidus"
"Phyllanthus","acuminatus",NA,"phyllanthus_acuminatus"
"Phyllanthus","amarus","exotic","phyllanthus_amarus"
"Phyllanthus","angustifolius","exotic","phyllanthus_angustifolius"
"Phyllanthus","caroliniensis","native","phyllanthus_caroliniensis"
"Phyllanthus","debilis",NA,"phyllanthus_debilis"
"Phyllanthus","distichus",NA,"phyllanthus_distichus"
"Phyllanthus","emblica",NA,"phyllanthus_emblica"
"Phyllanthus","epiphyllanthus",NA,"phyllanthus_epiphyllanthus"
"Phyllanthus","ericoides","native","phyllanthus_ericoides"
"Phyllanthus","fraternus","exotic","phyllanthus_fraternus"
"Phyllanthus","juglandifolius",NA,"phyllanthus_juglandifolius"
"Phyllanthus","liebmannianus","native","phyllanthus_liebmannianus"
"Phyllanthus","marianus",NA,"phyllanthus_marianus"
"Phyllanthus","niruri","native","phyllanthus_niruri"
"Phyllanthus","orbicularis",NA,"phyllanthus_orbicularis"
"Phyllanthus","pentaphyllus","native","phyllanthus_pentaphyllus"
"Phyllanthus","polygonoides","native","phyllanthus_polygonoides"
"Phyllanthus","pudens","native","phyllanthus_pudens"
"Phyllanthus","pulcher",NA,"phyllanthus_pulcher"
"Phyllanthus","saffordii",NA,"phyllanthus_saffordii"
"Phyllanthus","stipulatus",NA,"phyllanthus_stipulatus"
"Phyllanthus","tenellus","exotic","phyllanthus_tenellus"
"Phyllanthus","urinaria","exotic","phyllanthus_urinaria"
"Phylliscum","demangeonii",NA,"phylliscum_demangeonii"
"Phylliscum","tenue",NA,"phylliscum_tenue"
"Phyllocladus","trichomanoides",NA,"phyllocladus_trichomanoides"
"Phyllodoce","aleutica",NA,"phyllodoce_aleutica"
"Phyllodoce","breweri","native","phyllodoce_breweri"
"Phyllodoce","caerulea","native","phyllodoce_caerulea"
"Phyllodoce","empetriformis","native","phyllodoce_empetriformis"
"Phyllodoce","glanduliflora","native","phyllodoce_glanduliflora"
"Phyllodoce","intermedia","native","phyllodoce_intermedia"
"Phyllopsora","buettneri",NA,"phyllopsora_buettneri"
"Phyllopsora","confusa",NA,"phyllopsora_confusa"
"Phyllopsora","corallina",NA,"phyllopsora_corallina"
"Phyllopsora","furfuracea",NA,"phyllopsora_furfuracea"
"Phyllopsora","glabella",NA,"phyllopsora_glabella"
"Phyllopsora","halei",NA,"phyllopsora_halei"
"Phyllopsora","parvifolia",NA,"phyllopsora_parvifolia"
"Phyllopsora","parvifoliella",NA,"phyllopsora_parvifoliella"
"Phyllospadix","scouleri","native","phyllospadix_scouleri"
"Phyllospadix","serrulatus","native","phyllospadix_serrulatus"
"Phyllospadix","torreyi","native","phyllospadix_torreyi"
"Phyllostachys","angusta",NA,"phyllostachys_angusta"
"Phyllostachys","aurea","exotic","phyllostachys_aurea"
"Phyllostachys","aureosulcata","exotic","phyllostachys_aureosulcata"
"Phyllostachys","bambusoides","exotic","phyllostachys_bambusoides"
"Phyllostachys","bissetii",NA,"phyllostachys_bissetii"
"Phyllostachys","dulcis","exotic","phyllostachys_dulcis"
"Phyllostachys","edulis","exotic","phyllostachys_edulis"
"Phyllostachys","flexuosa","exotic","phyllostachys_flexuosa"
"Phyllostachys","heteroclada",NA,"phyllostachys_heteroclada"
"Phyllostachys","heterocycla","exotic","phyllostachys_heterocycla"
"Phyllostachys","makinoi",NA,"phyllostachys_makinoi"
"Phyllostachys","mannii",NA,"phyllostachys_mannii"
"Phyllostachys","meyeri","exotic","phyllostachys_meyeri"
"Phyllostachys","nidularia",NA,"phyllostachys_nidularia"
"Phyllostachys","nigra","exotic","phyllostachys_nigra"
"Phyllostachys","purpurata",NA,"phyllostachys_purpurata"
"Phyllostachys","rubromarginata","exotic","phyllostachys_rubromarginata"
"Phyllostachys","sulphurea","exotic","phyllostachys_sulphurea"
"Phyllostachys","viridiglaucescens","exotic","phyllostachys_viridiglaucescens"
"Phyllostachys","vivax",NA,"phyllostachys_vivax"
"Phyllostegia","ambigua",NA,"phyllostegia_ambigua"
"Phyllostegia","bracteata",NA,"phyllostegia_bracteata"
"Phyllostegia","brevidens",NA,"phyllostegia_brevidens"
"Phyllostegia","electra",NA,"phyllostegia_electra"
"Phyllostegia","floribunda",NA,"phyllostegia_floribunda"
"Phyllostegia","glabra",NA,"phyllostegia_glabra"
"Phyllostegia","grandiflora",NA,"phyllostegia_grandiflora"
"Phyllostegia","haliakalae",NA,"phyllostegia_haliakalae"
"Phyllostegia","helleri",NA,"phyllostegia_helleri"
"Phyllostegia","hillebrandii",NA,"phyllostegia_hillebrandii"
"Phyllostegia","hirsuta",NA,"phyllostegia_hirsuta"
"Phyllostegia","hispida",NA,"phyllostegia_hispida"
"Phyllostegia","kaalaensis",NA,"phyllostegia_kaalaensis"
"Phyllostegia","kahiliensis",NA,"phyllostegia_kahiliensis"
"Phyllostegia","knudsenii",NA,"phyllostegia_knudsenii"
"Phyllostegia","lantanoides",NA,"phyllostegia_lantanoides"
"Phyllostegia","macrophylla",NA,"phyllostegia_macrophylla"
"Phyllostegia","mannii",NA,"phyllostegia_mannii"
"Phyllostegia","micrantha",NA,"phyllostegia_micrantha"
"Phyllostegia","mollis",NA,"phyllostegia_mollis"
"Phyllostegia","parviflora",NA,"phyllostegia_parviflora"
"Phyllostegia","pilosa",NA,"phyllostegia_pilosa"
"Phyllostegia","racemosa",NA,"phyllostegia_racemosa"
"Phyllostegia","renovans",NA,"phyllostegia_renovans"
"Phyllostegia","rockii",NA,"phyllostegia_rockii"
"Phyllostegia","stachyoides",NA,"phyllostegia_stachyoides"
"Phyllostegia","variabilis",NA,"phyllostegia_variabilis"
"Phyllostegia","velutina",NA,"phyllostegia_velutina"
"Phyllostegia","vestita",NA,"phyllostegia_vestita"
"Phyllostegia","waimeae",NA,"phyllostegia_waimeae"
"Phyllostegia","warshaueri",NA,"phyllostegia_warshaueri"
"Phyllostegia","wawrana",NA,"phyllostegia_wawrana"
"Phyllostegia","yamaguchii",NA,"phyllostegia_yamaguchii"
"Phymaspermum","parvifolium",NA,"phymaspermum_parvifolium"
"Phymatosorus","grossus",NA,"phymatosorus_grossus"
"Phymatosorus","scolopendria","exotic","phymatosorus_scolopendria"
"Phymosia","umbellata",NA,"phymosia_umbellata"
"Physalis","acutifolia","native","physalis_acutifolia"
"Physalis","alkekengi","exotic","physalis_alkekengi"
"Physalis","angulata","native","physalis_angulata"
"Physalis","angustifolia","native","physalis_angustifolia"
"Physalis","arenicola","native","physalis_arenicola"
"Physalis","carpenteri","native","physalis_carpenteri"
"Physalis","caudella","native","physalis_caudella"
"Physalis","cinerascens","native","physalis_cinerascens"
"Physalis","cordata","native","physalis_cordata"
"Physalis","crassifolia","native","physalis_crassifolia"
"Physalis","grisea","native","physalis_grisea"
"Physalis","hederifolia","native","physalis_hederifolia"
"Physalis","heterophylla","native","physalis_heterophylla"
"Physalis","hispida","native","physalis_hispida"
"Physalis","lanceolata","native","physalis_lanceolata"
"Physalis","latiphysa","native","physalis_latiphysa"
"Physalis","longifolia","native","physalis_longifolia"
"Physalis","minima","exotic","physalis_minima"
"Physalis","missouriensis","native","physalis_missouriensis"
"Physalis","mollis","native","physalis_mollis"
"Physalis","peruviana","exotic","physalis_peruviana"
"Physalis","philadelphica","exotic","physalis_philadelphica"
"Physalis","pubescens","native","physalis_pubescens"
"Physalis","pumila","native","physalis_pumila"
"Physalis","subulata","native","physalis_subulata"
"Physalis","turbinata","native","physalis_turbinata"
"Physalis","virginiana","native","physalis_virginiana"
"Physalis","viscosa","native","physalis_viscosa"
"Physalis","walteri","native","physalis_walteri"
"Physaria","acutifolia","native","physaria_acutifolia"
"Physaria","alpestris","native","physaria_alpestris"
"Physaria","alpina","native","physaria_alpina"
"Physaria","bellii","native","physaria_bellii"
"Physaria","brassicoides","native","physaria_brassicoides"
"Physaria","chambersii","native","physaria_chambersii"
"Physaria","condensata","native","physaria_condensata"
"Physaria","didymocarpa","native","physaria_didymocarpa"
"Physaria","dornii","native","physaria_dornii"
"Physaria","eburniflora","native","physaria_eburniflora"
"Physaria","floribunda","native","physaria_floribunda"
"Physaria","geyeri","native","physaria_geyeri"
"Physaria","grahamii","native","physaria_grahamii"
"Physaria","integrifolia","native","physaria_integrifolia"
"Physaria","lepidota","native","physaria_lepidota"
"Physaria","newberryi","native","physaria_newberryi"
"Physaria","obcordata","native","physaria_obcordata"
"Physaria","oregona","native","physaria_oregona"
"Physaria","reediana",NA,"physaria_reediana"
"Physaria","repanda","native","physaria_repanda"
"Physaria","rollinsii","native","physaria_rollinsii"
"Physaria","saximontana","native","physaria_saximontana"
"Physaria","stylosa","native","physaria_stylosa"
"Physaria","vitulifera","native","physaria_vitulifera"
"Physcia","adscendens",NA,"physcia_adscendens"
"Physcia","aipolia",NA,"physcia_aipolia"
"Physcia","albinea",NA,"physcia_albinea"
"Physcia","americana",NA,"physcia_americana"
"Physcia","atrostriata",NA,"physcia_atrostriata"
"Physcia","biziana",NA,"physcia_biziana"
"Physcia","caesia",NA,"physcia_caesia"
"Physcia","callosa",NA,"physcia_callosa"
"Physcia","cascadensis",NA,"physcia_cascadensis"
"Physcia","clementei",NA,"physcia_clementei"
"Physcia","convexa",NA,"physcia_convexa"
"Physcia","crispa",NA,"physcia_crispa"
"Physcia","dimidiata",NA,"physcia_dimidiata"
"Physcia","dubia",NA,"physcia_dubia"
"Physcia","duplicorticata",NA,"physcia_duplicorticata"
"Physcia","halei",NA,"physcia_halei"
"Physcia","magnussonii",NA,"physcia_magnussonii"
"Physcia","mexicana",NA,"physcia_mexicana"
"Physcia","millegrana",NA,"physcia_millegrana"
"Physcia","montana",NA,"physcia_montana"
"Physcia","neogaea",NA,"physcia_neogaea"
"Physcia","phaea",NA,"physcia_phaea"
"Physcia","poncinsii",NA,"physcia_poncinsii"
"Physcia","pseudospeciosa",NA,"physcia_pseudospeciosa"
"Physcia","pumilior",NA,"physcia_pumilior"
"Physcia","semipinnata",NA,"physcia_semipinnata"
"Physcia","solistella",NA,"physcia_solistella"
"Physcia","sorediosa",NA,"physcia_sorediosa"
"Physcia","stellaris",NA,"physcia_stellaris"
"Physcia","subtilis",NA,"physcia_subtilis"
"Physcia","tenella",NA,"physcia_tenella"
"Physcia","tribacia",NA,"physcia_tribacia"
"Physcia","undulata",NA,"physcia_undulata"
"Physciella","chloantha",NA,"physciella_chloantha"
"Physciella","melanchra",NA,"physciella_melanchra"
"Physciella","nepalensis",NA,"physciella_nepalensis"
"Physcomitrella","patens",NA,"physcomitrella_patens"
"Physcomitrella","readeri",NA,"physcomitrella_readeri"
"Physcomitrium","collenchymatum",NA,"physcomitrium_collenchymatum"
"Physcomitrium","hookeri",NA,"physcomitrium_hookeri"
"Physcomitrium","immersum",NA,"physcomitrium_immersum"
"Physcomitrium","pygmaeum",NA,"physcomitrium_pygmaeum"
"Physcomitrium","pyriforme",NA,"physcomitrium_pyriforme"
"Physcomitrium","washingtoniense",NA,"physcomitrium_washingtoniense"
"Physconia","americana",NA,"physconia_americana"
"Physconia","detersa",NA,"physconia_detersa"
"Physconia","elegantula",NA,"physconia_elegantula"
"Physconia","enteroxantha",NA,"physconia_enteroxantha"
"Physconia","isidiigera",NA,"physconia_isidiigera"
"Physconia","kurokawae",NA,"physconia_kurokawae"
"Physconia","leucoleiptes",NA,"physconia_leucoleiptes"
"Physconia","muscigena",NA,"physconia_muscigena"
"Physconia","perisidiosa",NA,"physconia_perisidiosa"
"Physconia","subpallida",NA,"physconia_subpallida"
"Physconia","thomsonii",NA,"physconia_thomsonii"
"Physma","byrsaeum",NA,"physma_byrsaeum"
"Physma","cataractaecola",NA,"physma_cataractaecola"
"Physocarpus","alternans","native","physocarpus_alternans"
"Physocarpus","amurensis",NA,"physocarpus_amurensis"
"Physocarpus","bracteatus",NA,"physocarpus_bracteatus"
"Physocarpus","capitatus","native","physocarpus_capitatus"
"Physocarpus","malvaceus","native","physocarpus_malvaceus"
"Physocarpus","monogynus","native","physocarpus_monogynus"
"Physocarpus","opulifolius","native","physocarpus_opulifolius"
"Physostegia","angustifolia","native","physostegia_angustifolia"
"Physostegia","correllii","native","physostegia_correllii"
"Physostegia","digitalis","native","physostegia_digitalis"
"Physostegia","godfreyi","native","physostegia_godfreyi"
"Physostegia","intermedia","native","physostegia_intermedia"
"Physostegia","ledinghamii","native","physostegia_ledinghamii"
"Physostegia","leptophylla","native","physostegia_leptophylla"
"Physostegia","longisepala","native","physostegia_longisepala"
"Physostegia","parviflora","native","physostegia_parviflora"
"Physostegia","pulchella","native","physostegia_pulchella"
"Physostegia","purpurea","native","physostegia_purpurea"
"Physostegia","virginiana","native","physostegia_virginiana"
"Physostigma","venenosum",NA,"physostigma_venenosum"
"Phytelephas","macrocarpa",NA,"phytelephas_macrocarpa"
"Phytolacca","americana","native","phytolacca_americana"
"Phytolacca","bogotensis","exotic","phytolacca_bogotensis"
"Phytolacca","dodecandra",NA,"phytolacca_dodecandra"
"Phytolacca","heterotepala","exotic","phytolacca_heterotepala"
"Phytolacca","icosandra","native","phytolacca_icosandra"
"Phytolacca","octandra","native","phytolacca_octandra"
"Phytolacca","rivinoides",NA,"phytolacca_rivinoides"
"Phytolacca","sandwicensis",NA,"phytolacca_sandwicensis"
"Piccolia","conspersa",NA,"piccolia_conspersa"
"Picea","abies","exotic","picea_abies"
"Picea","breweriana","native","picea_breweriana"
"Picea","engelmannii","native","picea_engelmannii"
"Picea","glauca","native","picea_glauca"
"Picea","glehnii",NA,"picea_glehnii"
"Picea","lutzii",NA,"picea_lutzii"
"Picea","mariana","native","picea_mariana"
"Picea","omorika",NA,"picea_omorika"
"Picea","pungens","native","picea_pungens"
"Picea","rubens","native","picea_rubens"
"Picea","sitchensis","native","picea_sitchensis"
"Picea","smithiana",NA,"picea_smithiana"
"Pickeringia","montana","native","pickeringia_montana"
"Picradeniopsis","oppositifolia","native","picradeniopsis_oppositifolia"
"Picradeniopsis","woodhousei","native","picradeniopsis_woodhousei"
"Picramnia","pentandra","native","picramnia_pentandra"
"Picrasma","antillana",NA,"picrasma_antillana"
"Picrasma","excelsa",NA,"picrasma_excelsa"
"Picrasma","quassioides",NA,"picrasma_quassioides"
"Picris","echioides","exotic","picris_echioides"
"Picris","hieracioides",NA,"picris_hieracioides"
"Picris","pauciflora","exotic","picris_pauciflora"
"Picris","sprengeriana","exotic","picris_sprengeriana"
"Picrothamnus","desertorum","native","picrothamnus_desertorum"
"Pictetia","aculeata",NA,"pictetia_aculeata"
"Pieris","floribunda","native","pieris_floribunda"
"Pieris","japonica",NA,"pieris_japonica"
"Pieris","phillyreifolia","native","pieris_phillyreifolia"
"Pilea","depressa",NA,"pilea_depressa"
"Pilea","fontana","native","pilea_fontana"
"Pilea","grandifolia",NA,"pilea_grandifolia"
"Pilea","herniarioides","native","pilea_herniarioides"
"Pilea","inaequalis",NA,"pilea_inaequalis"
"Pilea","involucrata","exotic","pilea_involucrata"
"Pilea","krugii",NA,"pilea_krugii"
"Pilea","leptophylla",NA,"pilea_leptophylla"
"Pilea","margarettiae",NA,"pilea_margarettiae"
