site,genus,species,genus.update,species.update,native/exotic,invasive/noxious,pollination (wind/animal/self),animal_type,lifeform,duration,resources,notes
sevcore,Stephanomeria,pauciflora,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Tetraclea,coulteri,,,native,,,,subshrub/forb/herb,perennial,,
sevcore,Tetraneuris,argentea,,,native,,animal,,forb/herb,perennial,,
sevcore,Thelypodium,wrightii,,,native,,animal/wind,,forb/herb,biennial/perennial,,
sevcore,Thymophylla,acerosa,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Tidestromia,lanuginosa,,,native,,animal,,forb/herb,annual,,
sevcore,Tiquilia,canescens,,,native,,animal,,subshrub,perennial,,
sevcore,Townsendia,annua,,,native,,animal,,forb/herb,annual,,
sevcore,Tragia,ramosa,,,native,,animal,,subshrub/shrub/forb/herb/vine,perennial,,
sevcore,Tragopogon,dubius,,,exotic,,animal,,forb/herb,annual/biennial,,
sevcore,Tragus,racemosus,,,exotic,,wind,,graminoid,annual,,
sevcore,Yucca,baccata,,,native,,animal,,subshrub/shrub/forb/herb,perennial,,
sevcore,Yucca,glauca,,,native,,animal,,subshrub/shrub/forb/herb,perennial,,
sevcore,Zinnia,grandiflora,,,native,,animal,,subshrub/forb/herb,perennial,,
uwm,Acer,saccharum,,,native,,animal/wind,,tree/shrub,perennial,,
uwm,Betula,alleghaniensis,,,native,,wind,,tree,perennial,,
uwm,Betula,papyrifera,,minor,native,,wind,,shrub/subshrub,perennial,,
uwm,Carpinus,caroliniana,,,native,,wind,,tree/shrub,perennial,,
uwm,Carya,cordiformis,,,native,,wind,,tree,perennial,,
uwm,Carya,ovata,,,native,,wind,,tree,perennial,,
uwm,Cornus,alternifolia,,,native,,animal,,tree/shrub,perennial,,
uwm,Cornus,racemosa,,,native,,animal,,shrub,perennial,,
uwm,Cornus,sericea,,,native,,animal,,tree/shrub,perennial,,
uwm,Dirca,palustris,,,,,NA,,,,,
uwm,Fagus,grandifolia,,,,,wind,,,,,
uwm,Fraxinus,americana,,,,,wind,,,,,
uwm,Fraxinus,nigra,,,,,wind,,,,,
uwm,Hamamelis,virginiana,,,,,animal/wind,,,,,
uwm,Ilex,verticillata,,,,,animal,,,,,
uwm,Larix,laricina,,,,,NA,,,,,
uwm,Ostrya,virginiana,,,,,wind,,,,,
uwm,Populus,tremuloides,,,,,animal/wind,,,,,
uwm,Prunus,serotina,,,,,animal,,,,,
uwm,Quercus,rubra,,,,,wind,,,,,
uwm,Tilia,americana,,,,,NA,,,,,
uwm,Ulmus,americana,,,,,animal,,,,,
uwm,Viburnum,lentago,,,,,animal,,,,,
uwm,Viburnum,opulus,,,,,animal,,,,,
washdc,Abutilon,theophrasti,,,native,,animal,,forb/herb,annual,USDA Plants,
washdc,Acer,negundo,,,native,,animal/wind,,tree,perennial,,
washdc,Acer,palmatum,,,exotic,,animal/wind,,tree/shrub,perennial,,
washdc,Acer,pensylvanicum,,,native,,animal/wind,,tree/shrub,perennial,,
washdc,Acer,platanoides,,,exotic,,animal/wind,,tree,perennial,,
washdc,Acer,rubrum,,,native,,animal/wind,,tree,perennial,,
washdc,Acer,saccharinum,,,native,,animal/wind,,tree,perennial,,
washdc,Acer,saccharum,,,native,,animal/wind,,tree/shrub,perennial,,
washdc,Achillea,millefolium,,,native/exotic,,animal,,forb/herb,perennial,,
washdc,Acorus,calamus,,,native,,none,,forb/herb,perennial,,
washdc,Actaea,pachypoda,,,native,,animal,,forb/herb,perennial,,
washdc,Adlumia,fungosa,,,native,,animal/wind,,vine/forb/herb,biennial,,
washdc,Aegopodium,podagraria,,,exotic,,wind,,forb/herb,perennial,,
washdc,Aesculus,flava,,,native,,animal,,tree/shrub,perennial,,
washdc,Agropyron,repens,Elymus,,exotic,,wind,,graminoid,perennial,,
washdc,Agrostis,gigantea,,,exotic,,wind,,graminoid,perennial,,
washdc,Ailanthus,altissima,,,exotic,,,,tree,perennial,,
washdc,Aira,caryophyllea,,,exotic,,wind,,graminoid,annual,,
washdc,Ajuga,reptans,,,exotic,,insect,,forb/herb,perennial,,
washdc,Akebia,quinata,,,exotic,,,,vine,perennial,,
washdc,Alcea,rosea,,,exotic,,animal,,forb/herb,biennial/perennial,,
washdc,Alliaria,petiolata,,,exotic,,animal/wind,,forb/herb,annual/biennial,,
washdc,Allium,canadense,,,native,,animal,,forb/herb,perennial,,
washdc,Allium,cepa,,,exotic,,animal,,forb/herb,perennial,,
washdc,Allium,tricoccum,,,native,,animal,,forb/herb,perennial,,
washdc,Allium,vineale,,,exotic,,animal,,forb/herb,perennial,,
washdc,Alnus,serrulata,,,native,,wind,,tree/shrub,perennial,,
washdc,Alopecurus,bonariensis,,,,,wind,,,,,
washdc,Alopecurus,carolinianus,,,native,,wind,,graminoid,annual,,
washdc,Amelanchier,arborea,,,native,,animal,,tree/shrub,perennial,,
washdc,Amelanchier,canadensis,,,native,,animal,,tree/shrub,perennial,,
washdc,Amelanchier,laevis,,,native,,animal,,tree/shrub,perennial,,
washdc,Amorpha,fruticosa,,,native,,animal,,shrub,perennial,,
washdc,Anagallis,arvensis,,,exotic,,animal,,forb/herb,annual/biennial,,
washdc,Anchusa,azurea,,,exotic,,animal,,forb/herb,perennial,,
washdc,Anemone,blanda,,,exotic,,animal,,forb/herb,perennial,,
washdc,Anemone,canadensis,,,native,,animal,,forb/herb,perennial,,
washdc,Anemone,quinquefolia,,,native,,animal,,forb/herb,perennial,,
washdc,Anemone,virginiana,,,native,,animal,,forb/herb,perennial,,
washdc,Anethum,graveolens,,,exotic,,wind,,forb/herb,annual,,
washdc,Angelica,atropurpurea,,,native,,wind,,forb/herb,perennial,,
washdc,Antennaria,neglecta,,,native,,animal,,forb/herb,perennial,,
washdc,Antennaria,plantaginifolia,,,native,,animal,,forb/herb,perennial,,
washdc,Antennaria,solitaria,,,native,,animal,,forb/herb,perennial,,
washdc,Antennaria,virginica,,,native,,animal,,forb/herb,perennial,,
washdc,Anthemis,arvensis,,,exotic,,animal,,forb/herb,annual,,
washdc,Anthemis,cotula,,,exotic,,animal,,forb/herb,annual,,
washdc,Anthemis,tinctoria,,,exotic,,animal,,forb/herb,perennial,,
washdc,Anthoxanthum,odoratum,,,exotic,,wind,,graminoid,perennial,,
washdc,Aplectrum,hyemale,,,native,,animal,,forb/herb,perennial,,
washdc,Apocynum,cannabinum,,,native,,,,forb/herb,perennial,,
washdc,Aquilegia,canadensis,,,native,,animal,,forb/herb,perennial,,
washdc,Arabidopsis,thaliana,,,exotic,invasive,animal/wind,,forb/herb,annual,,
washdc,Arabis,laevigata,,,native,,animal/wind,,forb/herb,biennial,,
washdc,Arabis,lyrata,,,native,,animal/wind,,forb/herb,biennial/perennial,,
washdc,Aralia,nudicaulis,,,native,,,,subshrub/forb/herb,perennial,,
washdc,Arisaema,dracontium,,,native,,animal,,forb/herb,perennial,,
washdc,Arisaema,triphyllum,,,native,,animal,,forb/herb,perennial,,
washdc,Aristolochia,serpentaria,,,native,,animal,,forb/herb,perennial,,
washdc,Arnica,acaulis,,,native,,animal,,forb/herb,perennial,,
washdc,Aronia,arbutifolia,Photinia,?,,,animal,,,,,
washdc,Aronia,melanocarpa,Photinia,,native,,animal,,shrub,perennial,,
washdc,Artemisia,ludoviciana,,,native,,animal,,subshrub/forb/herb,perennial,,
washdc,Aruncus,dioicus,,,native/exotic,,animal,,forb/herb,perennial,,
washdc,Asarum,canadense,,,native,,animal,,forb/herb,perennial,,
washdc,Asclepias,incarnata,,,native,,animal,,forb/herb,perennial,,
washdc,Asclepias,syriaca,,,native,,animal,,forb/herb,perennial,,
washdc,Asclepias,tuberosa,,,native,,animal,,forb/herb,perennial,,
washdc,Asimina,triloba,,,native,,,,tree/shrub,perennial,,
washdc,Asparagus,officinalis,,,exotic,,insect,,forb/herb,perennial,,
washdc,Aster,tataricus,,,exotic,,animal,,forb/herb,perennial,,
washdc,Avena,sativa,,,exotic,,wind,,graminoid,annual,,
washdc,Ballota,nigra,,,exotic,,insect,,forb/herb,perennial,,
washdc,Baptisia,australis,,,native,,animal,,forb/herb,perennial,,
washdc,Baptisia,tinctoria,,,native,,animal,,forb/herb,perennial,,
washdc,Barbarea,verna,,,exotic,,animal/wind,,forb/herb,perennial,,
washdc,Barbarea,vulgaris,,,exotic,,animal/wind,,forb/herb,biennial,,
washdc,Bellis,perennis,,,exotic,,animal,,forb/herb,perennial,,
washdc,Berberis,thunbergii,,,exotic,,animal,,shrub,perennial,,
washdc,Betula,alleghaniensis,,,native,,wind,,tree,perennial,,
washdc,Betula,lenta,,,native,,wind,,tree,perennial,,
washdc,Betula,nigra,,,native,,wind,,tree,perennial,,
washdc,Betula,pendula,,,exotic,,wind,,tree,perennial,,
washdc,Betula,populifolia,,,native,,wind,,tree,perennial,,
washdc,Bignonia,capreolata,,,native,,animal,,vine,perennial,,
washdc,Borago,officinalis,,,exotic,,animal,,forb/herb,annual,,
washdc,Botrychium,virginianum,,,native,,,,forb/herb,perennial,,
washdc,Brassica,juncea,,,exotic,,animal/wind,,forb/herb,annual/perennial,,
washdc,Brassica,nigra,,,exotic,,animal/wind,,forb/herb,annual,,
washdc,Brassica,oleracea,,,exotic,,animal/wind,,forb/herb,perennial,,
washdc,Brassica,rapa,,,exotic,,insect/wind,,forb/herb,annual/biennial,,
washdc,Briza,media,,,exotic,,wind,,graminoid,perennial,,
washdc,Bromus,commutatus,,racemosus,exotic,,wind,,graminoid,annual,,
washdc,Bromus,inermis,,,native/exotic,,wind,,graminoid,perennial,,
washdc,Bromus,tectorum,,,exotic,,wind,,graminoid,annual,,
washdc,Broussonetia,papyrifera,,,exotic,,animal/wind,,tree,perennial,,
washdc,Bupleurum,rotundifolium,,,exotic,,wind,,forb/herb,annual,,
washdc,Caltha,palustris,,,native,,animal,,forb/herb,perennial,,
washdc,Calystegia,sepium,,,native/exotic,,animal,,vine/forb/herb,perennial,,
washdc,Calystegia,spithamaea,,,native,,animal,,vine/forb/herb,perennial,,
washdc,Camassia,leichtlinii,,,native,,,,forb/herb,perennial,,
washdc,Camassia,scilloides,,,native,,animal,,forb/herb,perennial,,
washdc,Campanula,rotundifolia,,,native,,animal,,forb/herb,perennial,,
washdc,Capsella,bursa-pastoris,,,exotic,,insect/wind,,forb/herb,annual,,
washdc,Cardamine,angustata,,,native,,animal/wind,,forb/herb,perennial,,
washdc,Cardamine,bulbosa,,,native,,animal/wind,,forb/herb,perennial,,
washdc,Cardamine,douglassii,,,native,,animal/wind,,forb/herb,perennial,,
washdc,Cardamine,hirsuta,,,exotic,,self,,forb/herb,annual,,
washdc,Cardamine,hirsuta,,,exotic,,animal/wind,,forb/herb,annual,,
washdc,Cardamine,pensylvanica,,,native,,animal/wind,,forb/herb,annual/biennial/perennial,,
washdc,Carduus,nutans,,,exotic,,animal,,forb/herb,biennial/perennial,,
washdc,Carex,annectens,,,native,,wind,,graminoid,perennial,,
washdc,Carex,blanda,,,native,,wind,,graminoid,perennial,,
washdc,Carex,bromoides,,,native,,wind,,graminoid,perennial,,
washdc,Carex,careyana,,,native,,wind,,graminoid,perennial,,
washdc,Carex,grayii,,grayi,native,,wind,,graminoid,perennial,,
washdc,Carex,pensylvanica,,,native,,wind,,graminoid,perennial,,
washdc,Carex,plantaginea,,,native,,wind,,graminoid,perennial,,
washdc,Carex,rosea,,,native,,wind,,graminoid,perennial,,
washdc,Carex,stricta,,,native,,wind,,graminoid,perennial,,
washdc,Carpinus,caroliniana,,,native,,wind,,tree/shrub,perennial,,
washdc,Carum,carvi,,,exotic,,wind,,forb/herb,biennial/perennial,,
washdc,Carya,glabra,,,native,,wind,,tree,perennial,,
washdc,Carya,ovata,,,native,,wind,,tree,perennial,,
washdc,Carya,tomentosa,,alba,native,,wind,,tree,perennial,,
washdc,Catalpa,bignonioides,,,native,,animal,,tree,perennial,,
washdc,Catalpa,speciosa,,,native,,animal,,tree,perennial,,
washdc,Caulophyllum,thalictroides,,,native,,,,forb/herb,perennial,,
washdc,Ceanothus,americanus,,,native,,animal,,subshrub/shrub,perennial,,
washdc,Celastrus,orbiculatus,,,exotic,,animal,,vine,perennial,,
washdc,Celastrus,scandens,,,native,,animal,,vine,perennial,,
washdc,Celosia,argentea,,,exotic,,animal,,forb/herb,annual,,
washdc,Celtis,laevigata,,,native,,animal,,tree/shrub,perennial,,
washdc,Celtis,occidentalis,,,native,,animal,,tree/shrub,perennial,,
washdc,Centaurea,cyanus,,,exotic,,animal,,forb/herb,annual,,
washdc,Centaurea,jacea,,,exotic,,animal,,forb/herb,annual,,
washdc,Centaurea,maculosa,,,exotic,,animal,,forb/herb,biennial/perennial,,
washdc,Cerastium,arvense,,,native/exotic,,animal,,forb/herb,perennial,,
washdc,Cerastium,semidecandrum,,,exotic,,animal,,forb/herb,annual,,
washdc,Cerastium,viscosum,,glomeratum,exotic,,animal,,forb/herb,annual,,
washdc,Cerastium,vulgatum,,fontanum,exotic,,animal,,forb/herb,biennial/perennial,,
washdc,Cercis,canadensis,,,native,,animal,,tree/shrub,perennial,,
washdc,Chaenomeles,speciosa,,,exotic,,animal,,shrub,perennial,,
washdc,Chamaecyparis,thyoides,,,native,,wind,,tree,perennial,,
washdc,Chamaelirium,luteum,,,native,,,,forb/herb,perennial,,
washdc,Chelidonium,majus,,,exotic,,animal/wind,,forb/herb,biennial,,
washdc,Chenopodium,bonus-henricus,,,exotic,,wind,,forb/herb,annual,,
washdc,Chimaphila,maculata,,,native,,animal,,subshrub,perennial,,
washdc,Chionanthus,virginicus,,,native,,,,tree/shrub,perennial,,
washdc,Chloris,verticillata,,,native,,wind,,graminoid,perennial,,
washdc,Chrysogonum,virginianum,,,native,,animal,,forb/herb,perennial,,
washdc,Cichorium,intybus,,,exotic,,animal,,forb/herb,biennial/perennial,,
washdc,Cicuta,maculata,,,native,,wind,,forb/herb,biennial/perennial,,
washdc,Cirsium,arvense,,,exotic,,insect,,forb/herb,perennial,,
washdc,Cirsium,vulgare,,,exotic,,insect,,forb/herb,biennial,,
washdc,Claytonia,virginica,,,native,,,,forb/herb,perennial,,
washdc,Clematis,ochroleuca,,,native,,animal,,subshrub/forb/herb,perennial,,
washdc,Cleome,hassleriana,,,exotic,,animal,,subshrub/forb/herb,annual,,
washdc,Comandra,umbellata,,,native,,,,subshrub/forb/herb,perennial,,
washdc,Commelina,communis,,,exotic,,animal/self,,forb/herb,annual,,
washdc,Comptonia,peregrina,,,native,,wind,,subshrub/shrub,perennial,,
washdc,Conium,maculatum,,,exotic,,wind,,forb/herb,biennial,,
washdc,Conopholis,americana,,,native,,animal,,forb/herb,perennial,,
washdc,Consolida,ajacis,,,exotic,,animal,,forb/herb,annual,,
washdc,Convallaria,majalis,,,exotic,,animal,,forb/herb,perennial,,
washdc,Convolvulus,arvensis,,,exotic,,insect,,vine/forb/herb,perennial,,
washdc,Coreopsis,auriculata,,,native,,animal,,forb/herb,perennial,,
washdc,Coreopsis,lanceolata,,,native,,animal,,forb/herb,perennial,,
washdc,Coreopsis,verticillata,,,native,,animal,,forb/herb,perennial,,
washdc,Cornus,alternifolia,,,native,,animal,,tree/shrub,perennial,,
washdc,Cornus,amomum,,,native,,animal,,shrub,perennial,,
washdc,Cornus,florida,,,native,,animal,,tree/shrub,perennial,,
washdc,Cornus,racemosa,,,native,,animal,,shrub,perennial,,
washdc,Cornus,sericea,,,native,,animal,,tree/shrub,perennial,,
washdc,Coronilla,varia,Securigera,,exotic,,animal,,vine/forb/herb,perennial,,
washdc,Coronopus,didymus,,,exotic,,animal/wind,,forb/herb,annual/biennial,,
washdc,Coronopus,didymus,,,exotic,,self,,forb/herb,annual/biennial,,
washdc,Corydalis,flavula,,,native,,animal/wind,,forb/herb,annual,,
washdc,Corylus,americana,,,native,,wind,,shrub,perennial,,
washdc,Crataegus,crus-galli,,,native,,animal,,tree/shrub,perennial,,
washdc,Crataegus,monogyna,,,exotic,,animal,,tree/shrub,perennial,,
washdc,Crataegus,phaenopyrum,,,native,,animal,,tree/shrub,perennial,,
washdc,Crataegus,punctata,,,native,,animal,,tree/shrub,perennial,,
washdc,Crataegus,viridis,,,native,,animal,,tree/shrub,perennial,,
washdc,Cryptotaenia,canadensis,,,native,,wind,,forb/herb,perennial,,
washdc,Cymbalaria,muralis,,,exotic,,animal,,forb/herb,annual,,
washdc,Cynodon,dactylon,,,exotic,,wind,,graminoid,perennial,,
washdc,Cynoglossum,virginianum,,,native,,animal,,forb/herb,perennial,,
washdc,Cypripedium,acaule,,,native,,animal,,forb/herb,perennial,,
washdc,Cypripedium,calceolus,,parviflorum,native,,animal,,forb/herb,perennial,,
washdc,Cypripedium,pubescens,,parviflorum,native,,animal,,forb/herb,perennial,,
washdc,Cytisus,scoparius,,,exotic,,animal,,shrub,perennial,,
washdc,Dactylis,glomerata,,,exotic,,wind,,graminoid,perennial,,
washdc,Danthonia,compressa,,,native,,wind,,graminoid,perennial,,
washdc,Danthonia,spicata,,,native,,wind,,graminoid,perennial,,
washdc,Datura,stramonium,,,exotic,,animal,,subshrub/forb/herb,annual,,
washdc,Daucus,carota,,,exotic,,wind,,forb/herb,biennial,,
washdc,Delphinium,tricorne,,,native,,animal,,forb/herb,perennial,,
washdc,Dentaria,laciniata,Cardamine,concatenata,native,,animal/wind,,forb/herb,perennial,,
washdc,Descurainia,sophia,,,exotic,,self,,forb/herb,annual/biennial,,
washdc,Descurainia,sophia,,,exotic,,animal/wind,,forb/herb,annual/biennial,,
washdc,Dianthus,armeria,,,exotic,,animal,,forb/herb,annual/biennial,,
washdc,Dianthus,barbatus,,,exotic,,animal,,forb/herb,perennial,,
washdc,Dianthus,deltoides,,,exotic,,animal,,forb/herb,perennial,,
washdc,Dianthus,plumarius,,,exotic,,animal,,forb/herb,perennial,,
washdc,Dicentra,canadensis,,,native,,animal/wind,,forb/herb,perennial,,
washdc,Dicentra,cucullaria,,,native,,animal/wind,,forb/herb,perennial,,
washdc,Dicentra,eximia,,,native,,animal/wind,,forb/herb,perennial,,
washdc,Dioscorea,quaternata,,,native,,animial,,vine/forb/herb,perennial,,
washdc,Diospyros,virginiana,,,native,,,,tree,perennial,,
washdc,Dirca,palustris,,,native,,,,shrub,perennial,,
washdc,Dodecatheon,meadia,,,native,,animal,,forb/herb,perennial,,
washdc,Draba,verna,,,exotic,,animal/wind,,forb/herb,annual,,
washdc,Dryopteris,celsa,,,native,,,,forb/herb,perennial,,
washdc,Dryopteris,cristata,,,native,,,,forb/herb,perennial,,
washdc,Dryopteris,goldiana,,,native,,,,forb/herb,perennial,,
washdc,Duchesnea,indica,,,exotic,,animal,,forb/herb,perennial,,
washdc,Echinacea,pallida,,,native,,animal,,forb/herb,perennial,,
washdc,Echinacea,purpurea,,,native,,animal,,forb/herb,perennial,,
washdc,Echium,vulgare,,,exotic,,animal,,forb/herb,annual/biennial/perennial,,
washdc,Elaeagnus,multiflora,,,exotic,,animal/wind,,shrub,perennial,,
washdc,Elaeagnus,umbellata,,,exotic,,animal/wind,,shrub,perennial,,
washdc,Eleocharis,palustris,,,native,,wind,,graminoid,perennial,,
washdc,Ellisia,nyctelea,,,native,,animal,,forb/herb,annual,,
washdc,Enemion,biternatum,,,native,,animal,,forb/herb,perennial,,
washdc,Epigaea,repens,,,native,,animal,,subshrub/shrub,perennial,,
washdc,Epilobium,angustifolium,Chamerion,,native,,animal/wind,,forb/herb,perennial,,
washdc,Equisetum,hyemale,,,native,,,,forb/herb,perennial,,
washdc,Eranthis,hyemalis,,,exotic,,animal,,forb/herb,perennial,,
washdc,Erechtites,hieraciifolia,,,native,,animal,,forb/herb,annual,,
washdc,Erigenia,bulbosa,,,native,,wind,,forb/herb,annual/perennial,,
washdc,Erigeron,philadelphicus,,,native,,animal,,forb/herb,biennial/perennial,,
washdc,Erigeron,pulchellus,,,native,,animal,,forb/herb,perennial,,
washdc,Eriocaulon,compressum,,,native,,animal/wind,,forb/herb,perennial,,
washdc,Erodium,cicutarium,,,exotic,,insect,,forb/herb,annual/biennial,,
washdc,Eruca,vesicaria,,,exotic,,animal/wind,,forb/herb,annual,,
washdc,Erythronium,albidum,,,native,,animal,,forb/herb,perennial,,
washdc,Erythronium,americanum,,,native,,animal,,forb/herb,perennial,,
washdc,Euonymus,alatus,,,exotic,,animal,,shrub,perennial,,
washdc,Euonymus,americanus,,,native,,animal,,subshrub/forb/herb,perennial,,
washdc,Euonymus,europaeus,,,exotic,,animal,,tree/shrub,perennial,,
washdc,Euonymus,fortunei,,,exotic,,animal,,vine/shrub,perennial,,
washdc,Euphorbia,commutata,,,native,,animal,,forb/herb,annual,,
washdc,Euphorbia,cyparissias,,,exotic,,animal,,forb/herb,perennial,,
washdc,Euphorbia,lathyris,,,exotic,,animal,,forb/herb,annual,,
washdc,Euphorbia,maculata,Chamaesyce,,native,,animal,,forb/herb,annual,,
washdc,Euphorbia,peplus,,,exotic,,animal,,forb/herb,annual,,
washdc,Euphorbia,prostrata,,,native,,animal,,forb/herb,annual/perennial,,
washdc,Fagopyrum,esculentum,,,exotic,,animal/wind,,forb/herb,annual,,
washdc,Fagus,grandifolia,,,native,,wind,,tree,perennial,,
washdc,Festuca,arundinacea,Schedonorus,phoenix,exotic,,wind,,graminoid,perennial,,
washdc,Festuca,elatior,Schedonorus,phoenix,exotic,,wind,,graminoid,perennial,,
washdc,Festuca,obtusa,,subverticillata,native,,wind,,graminoid,perennial,,
washdc,Festuca,ovina,,,exotic,,wind,,graminoid,perennial,,
washdc,Festuca,subverticillata,,,native,,wind,,graminoid,perennial,,
washdc,Floerkea,proserpinacoides,,,native,,,,forb/herb,annual,,
washdc,Foeniculum,vulgare,,,exotic,,wind,,forb/herb,biennial/perennial,,
washdc,Forsythia,viridissima,,,exotic,,,,shrub,perennial,,
washdc,Fragaria,vesca,,,native,,animal,,forb/herb,perennial,,
washdc,Fragaria,virginiana,,,native,,animal,,forb/herb,perennial,,
washdc,Fraxinus,americana,,,native,,wind,,tree,perennial,,
washdc,Fraxinus,pennsylvanica,,,native,,wind,,tree,perennial,,
washdc,Fraxinus,profunda,,,native,,wind,,tree,perennial,,
washdc,Galearis,spectabilis,,,native,,animal,,forb/herb,perennial,,
washdc,Galinsoga,parviflora,,,exotic,,animal,,forb/herb,annual,,
washdc,Galium,aparine,,,native,,animal,,vine/forb/herb,annual,,
washdc,Galium,circaezans,,,native,,animal,,subshrub/forb/herb,perennial,,
washdc,Galium,mollugo,,,exotic,,animal,,forb/herb,perennial,,
washdc,Galium,tinctorium,,,native,,animal,,forb/herb,perennial,,
washdc,Gaylussacia,baccata,,,native,,animal,,shrub,perennial,,
washdc,Gaylussacia,brachycera,,,native,,animal,,subshrub/shrub,perennial,,
washdc,Gelsemium,sempervirens,,,native,,,,vine/shrub,perennial,,
washdc,Genista,tinctoria,,,exotic,,animal,,shrub,perennial,,
